Origen,Destino,Tipo_Origen,Tipo_Destino,Latitud_Origen,Longitud_Origen,Latitud_Destino,Longitud_Destino,Tiempo_Recorrido,Distancia_km,Costo,Fecha_Hora
Pueblo Libre,San Borja,Centro de Distribución,Punto de Entrega,-11.81551901336982,-77.04499373093778,-11.864314064778926,-76.96627458296955,15:07,12.04,31.78,2024-10-19 21:12:51
Lince,La Molina,Centro de Distribución,Punto de Entrega,-12.08989858068426,-77.06171692466148,-12.060056906971695,-76.9598522628954,71:56,46.49,85.15,2024-10-05 21:12:51
Surco,Pueblo Libre,Punto de Entrega,Centro de Distribución,-11.987375729720021,-76.9035366246271,-11.992877165693066,-77.0158323172386,23:38,9.84,28.17,2024-09-25 21:12:51
Miraflores,San Isidro,Punto de Entrega,Centro de Distribución,-11.823050926045306,-76.91319740274575,-12.08817252670936,-77.01917264857455,113:39,57.13,146.51,2024-10-14 21:12:51
Miraflores,San Borja,Centro de Distribución,Punto de Entrega,-11.973290071106096,-77.0084632997133,-11.918058343011579,-77.05446693941681,22:38,6.39,21.42,2024-09-22 21:12:51
Barranco,Miraflores,Punto de Entrega,Punto de Entrega,-12.10007761110389,-77.16510448265078,-11.9867379253606,-76.81716754878867,96:50,44.17,130.9,2024-10-10 21:12:51
Jesús María,Barranco,Punto de Entrega,Punto de Entrega,-11.943549364620669,-77.04675670177872,-12.00663664424298,-76.85887096790559,20:59,14.93,23.81,2024-10-18 21:12:51
Lince,Jesús María,Centro de Distribución,Punto de Entrega,-12.164382875093994,-77.1032594053318,-12.044105630233961,-76.96576199740348,99:47,25.29,60.01,2024-09-24 21:12:51
Barranco,Surco,Centro de Distribución,Punto de Entrega,-12.041232710740895,-77.04340948931254,-12.08141476318323,-77.12766417599305,68:23,32.59,69.49,2024-09-19 21:12:51
Chorrillos,San Miguel,Punto de Entrega,Punto de Entrega,-12.089879412028408,-77.09233251870754,-11.854724752928428,-77.18217597583438,23:51,12.85,32.7,2024-09-25 21:12:51
Lince,Breña,Punto de Entrega,Centro de Distribución,-12.061398132985847,-76.84163319367003,-12.127401744371316,-77.17097033390985,118:39,39.47,90.98,2024-09-19 21:12:51
La Molina,Chorrillos,Centro de Distribución,Punto de Entrega,-12.104638821576302,-77.03065022363015,-12.068814644814454,-77.05948078008232,39:27,29.71,45.82,2024-10-19 21:12:51
Breña,Lince,Centro de Distribución,Punto de Entrega,-11.827687519585002,-77.0519654113081,-11.929882196534392,-76.8112474040823,86:57,35.06,93.96,2024-10-08 21:12:51
San Juan de Lurigancho,Lince,Centro de Distribución,Punto de Entrega,-12.194857895801892,-77.19673180822649,-12.029988302833326,-77.08731162939013,86:34,42.56,92.1,2024-10-08 21:12:51
San Miguel,San Borja,Centro de Distribución,Punto de Entrega,-12.022594475170283,-77.14422732027387,-11.839863177618968,-77.0834704362886,26:42,9.76,19.21,2024-09-24 21:12:51
Lima Centro,Pueblo Libre,Punto de Entrega,Centro de Distribución,-12.1381668352522,-76.99898453733118,-11.830858393150038,-77.03343285504513,44:06,15.93,35.64,2024-10-16 21:12:51
Pueblo Libre,Breña,Punto de Entrega,Punto de Entrega,-11.968367823750958,-77.18876307167484,-12.058254873454965,-77.08179598003757,16:38,13.15,28.05,2024-10-16 21:12:51
Comas,Magdalena,Punto de Entrega,Centro de Distribución,-11.987850112753332,-77.13374107841089,-11.883785159491863,-77.0152436711584,70:16,20.66,44.02,2024-10-12 21:12:51
Rímac,Lince,Centro de Distribución,Punto de Entrega,-12.109255484344539,-77.0299747371336,-11.99191923102734,-76.87854657603857,82:04,46.71,91.57,2024-09-20 21:12:51
Barranco,Los Olivos,Punto de Entrega,Centro de Distribución,-12.080384215743324,-76.91947607187254,-11.876893574690506,-76.90293117326219,36:29,25.81,45.85,2024-10-17 21:12:51
Barranco,San Juan de Lurigancho,Punto de Entrega,Centro de Distribución,-12.058831533239205,-77.04563249401612,-12.060468422060541,-77.12708209567843,43:09,33.02,69.6,2024-10-11 21:12:51
La Victoria,Ate,Centro de Distribución,Punto de Entrega,-11.91136713675679,-76.90152473161487,-12.145882781944083,-77.16713387457516,38:37,17.14,27.92,2024-10-07 21:12:51
Breña,San Borja,Centro de Distribución,Punto de Entrega,-12.020972881812256,-76.9427333623138,-12.171267824381912,-77.14673868011856,116:43,86.53,211.09,2024-10-12 21:12:51
Magdalena,Surco,Centro de Distribución,Punto de Entrega,-12.075985129851615,-76.96507335286486,-11.97932565248571,-76.9684886602539,31:34,10.31,33.63,2024-10-11 21:12:51
San Borja,Barranco,Centro de Distribución,Punto de Entrega,-12.180821309833608,-77.01504389644818,-12.058310750531417,-77.03668446441709,93:41,40.82,85.69,2024-09-22 21:12:51
Lima Centro,San Borja,Centro de Distribución,Punto de Entrega,-11.857960283301393,-76.93876084196502,-11.812107674139433,-77.08188318374425,47:36,21.14,55.18,2024-10-02 21:12:51
San Borja,Pueblo Libre,Centro de Distribución,Punto de Entrega,-12.116822892631257,-77.0529166227445,-12.049810375451473,-77.08682376089604,71:03,28.93,53.37,2024-10-09 21:12:51
Lima Centro,San Isidro,Punto de Entrega,Centro de Distribución,-12.14869326266379,-77.16491562309453,-11.958535944438596,-77.00676668429615,117:40,59.38,136.98,2024-09-27 21:12:51
Lince,Surco,Centro de Distribución,Punto de Entrega,-11.804611830035096,-76.96825494323544,-12.114261934167136,-76.95227218764933,65:33,26.65,53.91,2024-09-26 21:12:51
Barranco,Lima Centro,Punto de Entrega,Centro de Distribución,-11.918191277075756,-77.13811563078417,-11.980709203277788,-77.05370350577383,12:37,9.4,20.54,2024-09-24 21:12:51
Breña,Pueblo Libre,Punto de Entrega,Centro de Distribución,-12.174894561822557,-77.06724803986046,-12.183091762327935,-77.13615027415915,44:22,10.36,32.62,2024-09-19 21:12:51
Pueblo Libre,Surco,Centro de Distribución,Punto de Entrega,-11.945972497010478,-76.90468353200231,-12.12645425974154,-77.04073470491035,36:29,23.1,58.24,2024-10-10 21:12:51
Magdalena,Ate,Centro de Distribución,Punto de Entrega,-11.984251781470595,-76.95375807761698,-11.977079859596396,-77.0250068274639,37:07,12.6,24.42,2024-10-05 21:12:51
Lima Centro,Ate,Punto de Entrega,Centro de Distribución,-12.187526389835348,-76.92699641936736,-11.861707547074362,-76.88703347089914,81:48,27.8,49.64,2024-10-14 21:12:51
San Juan de Lurigancho,San Isidro,Punto de Entrega,Punto de Entrega,-12.156514977932817,-77.10740358773498,-12.00501296799541,-77.00649387792564,20:52,14.84,21.85,2024-10-03 21:12:51
Surco,Pueblo Libre,Punto de Entrega,Punto de Entrega,-11.862456054046636,-77.01191522549001,-11.81659037836857,-77.17763869955111,62:19,22.71,34.43,2024-09-26 21:12:51
Lima Centro,Miraflores,Centro de Distribución,Punto de Entrega,-12.094891442336785,-76.90523384093343,-11.992929571407494,-76.9735924547513,23:41,13.07,22.64,2024-09-22 21:12:51
Miraflores,Surco,Centro de Distribución,Punto de Entrega,-12.117584046458513,-76.88939810063462,-12.126420766708645,-76.80262646197384,49:53,31.55,51.79,2024-10-16 21:12:51
Miraflores,Breña,Punto de Entrega,Punto de Entrega,-12.181341852557768,-77.06676314574777,-12.043604394862626,-76.8439062693055,91:57,53.7,133.55,2024-09-27 21:12:51
Surco,San Isidro,Centro de Distribución,Punto de Entrega,-11.968117797958742,-77.0104993762834,-12.00554925008243,-76.84091763562897,39:22,22.16,44.33,2024-10-14 21:12:51
Breña,Rímac,Punto de Entrega,Punto de Entrega,-11.962416794656688,-77.09445379168893,-12.012130872726917,-77.14968908707603,69:30,43.01,53.01,2024-09-24 21:12:51
San Borja,Chorrillos,Centro de Distribución,Punto de Entrega,-11.906366493850198,-77.07723378911042,-11.8105246924049,-77.11454634434172,36:31,19.98,55.0,2024-09-27 21:12:51
Los Olivos,La Molina,Centro de Distribución,Punto de Entrega,-11.917116160594206,-76.95076000670939,-11.917499932775481,-77.11076846660207,18:06,9.68,27.78,2024-09-25 21:12:51
San Juan de Lurigancho,Surco,Punto de Entrega,Punto de Entrega,-12.085399653942927,-77.11218649369587,-12.077109245178514,-76.949993874075,58:42,35.86,75.86,2024-10-04 21:12:51
San Juan de Lurigancho,Los Olivos,Punto de Entrega,Centro de Distribución,-11.82006197080746,-76.88735859534931,-11.903204988519848,-76.94837249229745,11:28,1.98,10.54,2024-10-18 21:12:51
San Borja,Miraflores,Punto de Entrega,Punto de Entrega,-12.028085850353675,-76.90668303670631,-11.968822055954131,-77.16393970937645,17:12,13.32,32.22,2024-09-25 21:12:51
Pueblo Libre,Barranco,Punto de Entrega,Punto de Entrega,-11.840811734212041,-76.91432227407316,-11.839133702537984,-76.87856661672825,43:25,25.17,26.9,2024-10-09 21:12:51
San Juan de Lurigancho,Comas,Punto de Entrega,Punto de Entrega,-11.850638082797914,-76.99892747135871,-11.933271399296471,-76.97848198042752,5:33,1.45,9.69,2024-10-02 21:12:51
San Isidro,Jesús María,Punto de Entrega,Punto de Entrega,-11.935228133280892,-76.97178153662482,-12.077988245530834,-77.08693188984357,60:54,31.62,74.68,2024-09-19 21:12:51
Chorrillos,Ate,Centro de Distribución,Punto de Entrega,-11.911415791350528,-77.08133330335093,-11.985336137137121,-77.07385257752469,27:07,20.82,36.02,2024-09-20 21:12:51
Miraflores,Surco,Punto de Entrega,Centro de Distribución,-12.185242391472688,-76.90551325489125,-11.947361456765373,-76.95242840571747,19:30,9.83,26.7,2024-09-27 21:12:51
Magdalena,Surco,Punto de Entrega,Punto de Entrega,-12.122619965597133,-77.1788337660273,-12.097633120225023,-76.82217404895368,114:00,81.81,87.44,2024-10-07 21:12:51
Magdalena,La Molina,Centro de Distribución,Punto de Entrega,-12.077600735147113,-77.09149261929566,-12.08335603389131,-77.13401762886942,95:26,39.6,70.45,2024-10-17 21:12:51
San Juan de Lurigancho,Los Olivos,Punto de Entrega,Centro de Distribución,-11.933198951819568,-76.90392945892067,-12.052707578654916,-76.99974315637786,110:25,86.04,116.84,2024-10-18 21:12:51
Ate,San Juan de Lurigancho,Punto de Entrega,Punto de Entrega,-12.098858585155474,-76.94795660558756,-12.17249998121544,-76.93692261942448,38:45,7.61,25.94,2024-10-14 21:12:51
La Molina,San Juan de Lurigancho,Punto de Entrega,Centro de Distribución,-11.925643223520897,-76.83257066965783,-12.106840220774524,-77.10501317632301,96:46,70.54,115.7,2024-10-01 21:12:51
Lince,Breña,Punto de Entrega,Punto de Entrega,-12.079956685914953,-76.99663674020167,-11.849386776075868,-76.8988127818647,5:01,3.87,9.51,2024-10-16 21:12:51
Miraflores,Lima Centro,Centro de Distribución,Punto de Entrega,-11.843221907510278,-76.83610445077132,-12.007933935081423,-77.01535921273823,102:33,72.15,115.72,2024-10-07 21:12:51
Lima Centro,Rímac,Punto de Entrega,Centro de Distribución,-12.031189654640846,-76.95403422929205,-11.912649375590693,-76.83302974432927,83:00,36.11,75.53,2024-10-05 21:12:51
San Miguel,Rímac,Centro de Distribución,Punto de Entrega,-11.946876647601385,-76.92987340113568,-12.174586649385953,-76.81251978680618,14:39,4.93,14.0,2024-10-17 21:12:51
La Molina,Magdalena,Punto de Entrega,Centro de Distribución,-12.156697320369778,-77.12383632916575,-12.11920117800155,-77.18774465120907,50:02,35.59,33.83,2024-10-17 21:12:51
Los Olivos,Surco,Punto de Entrega,Punto de Entrega,-11.880523217157208,-77.0907143162073,-12.064723977808542,-77.02498585018347,107:48,41.99,67.14,2024-10-10 21:12:51
San Juan de Lurigancho,Surco,Centro de Distribución,Punto de Entrega,-12.078400722578161,-76.97336350992005,-12.051948686075422,-76.8037062443885,30:22,5.8,13.11,2024-10-02 21:12:51
La Victoria,San Miguel,Centro de Distribución,Punto de Entrega,-12.018628218822892,-76.97155238042481,-12.184647118667113,-76.90427430269153,78:50,27.91,65.55,2024-10-12 21:12:51
Miraflores,Comas,Punto de Entrega,Punto de Entrega,-11.835571940430267,-76.9581282842974,-11.904601654094748,-77.04163762907416,20:11,14.28,32.29,2024-09-22 21:12:51
La Molina,San Miguel,Punto de Entrega,Punto de Entrega,-12.023068827426211,-76.97738799093048,-12.087582956700128,-76.97535026086268,23:18,13.94,23.81,2024-09-19 21:12:51
San Borja,Jesús María,Punto de Entrega,Punto de Entrega,-11.983312033385982,-76.98503313447083,-12.105697477048516,-76.93943844928661,85:26,35.11,70.48,2024-10-04 21:12:51
Breña,Chorrillos,Punto de Entrega,Centro de Distribución,-11.843102351878448,-76.83365016290853,-12.189773311255996,-77.14657932457587,32:09,25.08,28.83,2024-10-06 21:12:51
Jesús María,San Borja,Punto de Entrega,Centro de Distribución,-12.092184000703586,-77.08094807815358,-11.88840932032613,-77.08636846948203,53:45,25.73,60.22,2024-10-18 21:12:51
Ate,Comas,Centro de Distribución,Punto de Entrega,-12.125214990497874,-76.972080972485,-11.868428513911336,-77.03519926885764,60:16,33.54,44.52,2024-10-05 21:12:51
La Victoria,Comas,Punto de Entrega,Centro de Distribución,-11.876589928188164,-77.10646085468537,-11.953195537209913,-76.9188665350862,75:54,42.53,38.69,2024-09-27 21:12:51
Pueblo Libre,Ate,Punto de Entrega,Punto de Entrega,-11.911719666523823,-77.06514947023528,-11.858088196946136,-77.07017223764555,111:15,67.35,138.78,2024-10-13 21:12:51
Magdalena,Surco,Centro de Distribución,Punto de Entrega,-11.862308665725118,-77.1898824725045,-11.881429916726033,-77.15046592271486,114:06,81.86,174.31,2024-10-06 21:12:51
Breña,San Isidro,Punto de Entrega,Punto de Entrega,-11.820269876051594,-77.16121738704013,-12.183310917765052,-77.05126961366408,56:36,42.36,71.06,2024-09-24 21:12:51
San Miguel,Comas,Punto de Entrega,Centro de Distribución,-11.99405145113838,-77.03979820170463,-12.10494396113836,-77.13323622397441,27:19,14.6,25.16,2024-09-19 21:12:51
Rímac,San Miguel,Centro de Distribución,Punto de Entrega,-11.847919296828794,-76.86554775109018,-11.8914790515926,-77.05226820125566,25:59,13.87,23.53,2024-09-25 21:12:51
Lince,San Juan de Lurigancho,Punto de Entrega,Centro de Distribución,-11.920354550282536,-77.11157820903044,-12.051261623918041,-77.07568336708049,34:22,11.28,32.27,2024-10-04 21:12:51
Ate,La Molina,Centro de Distribución,Punto de Entrega,-12.02622957068651,-76.98317685448355,-12.051453018240897,-76.86939802892779,110:49,47.93,141.55,2024-10-05 21:12:51
La Victoria,La Molina,Punto de Entrega,Punto de Entrega,-11.83280198999331,-77.16974401315457,-11.81997056759777,-77.08808100811181,98:39,21.56,31.16,2024-10-15 21:12:51
Surco,Jesús María,Centro de Distribución,Punto de Entrega,-11.958365349365742,-77.06290932923208,-11.954383087375856,-76.9588666493152,78:36,35.36,94.84,2024-09-29 21:12:51
Breña,Comas,Punto de Entrega,Centro de Distribución,-11.838982591041974,-77.1346445981587,-11.970939903191496,-76.82202671913993,103:09,44.46,123.42,2024-10-17 21:12:51
Comas,Breña,Centro de Distribución,Punto de Entrega,-11.839039177507075,-77.1310641439213,-11.974117543448694,-76.83044656901463,50:58,17.23,36.87,2024-10-09 21:12:51
Surco,Los Olivos,Punto de Entrega,Punto de Entrega,-11.989742840269756,-76.92528680938449,-12.14802567608162,-77.19368240913144,20:56,16.5,37.92,2024-09-30 21:12:51
Miraflores,San Isidro,Punto de Entrega,Centro de Distribución,-12.099102167197254,-76.83102076312618,-11.998422968444974,-77.07923575022373,28:02,20.95,22.51,2024-10-06 21:12:51
Surco,Ate,Centro de Distribución,Punto de Entrega,-12.002627780437814,-77.1031646729314,-12.065623296042121,-76.80229158295292,93:57,31.4,84.07,2024-09-21 21:12:51
Surco,Magdalena,Centro de Distribución,Punto de Entrega,-11.848173208998007,-77.1844469653291,-12.17121249321333,-76.80087999632848,72:30,26.54,81.62,2024-10-17 21:12:51
Chorrillos,San Miguel,Punto de Entrega,Punto de Entrega,-11.886210465116571,-77.09508034564575,-12.053476420977887,-77.10472805234376,32:15,25.58,38.84,2024-10-19 21:12:51
San Miguel,Ate,Centro de Distribución,Punto de Entrega,-11.99304910262086,-76.86627126447688,-12.18583409905645,-77.14762597252361,55:12,14.54,42.02,2024-10-13 21:12:51
Magdalena,Rímac,Punto de Entrega,Punto de Entrega,-11.860105419721572,-77.04178014190522,-11.944889154756877,-76.9685921997412,17:38,12.4,27.29,2024-09-19 21:12:51
Jesús María,Los Olivos,Punto de Entrega,Punto de Entrega,-11.96469222461671,-77.05330546919328,-12.036655680678821,-76.8844190961046,110:36,27.09,70.38,2024-10-10 21:12:51
Rímac,Chorrillos,Punto de Entrega,Centro de Distribución,-12.021943475794357,-77.04877855395976,-12.005574806735995,-76.84336346010755,62:34,42.72,61.78,2024-10-05 21:12:51
San Juan de Lurigancho,Comas,Punto de Entrega,Centro de Distribución,-12.112452544055484,-77.02811559009349,-12.089064693945934,-76.82216763980477,110:05,80.87,107.32,2024-10-06 21:12:51
Comas,Miraflores,Centro de Distribución,Punto de Entrega,-11.957014901683575,-77.1890465255916,-11.906983268357232,-76.82208965745215,98:18,34.22,71.85,2024-10-02 21:12:51
San Borja,Surco,Punto de Entrega,Centro de Distribución,-11.896058136313838,-76.9881253268112,-11.889317894253399,-77.11532116552375,9:48,2.33,11.62,2024-09-25 21:12:51
Jesús María,La Victoria,Punto de Entrega,Centro de Distribución,-11.871048334701696,-77.13664616291716,-11.928752481463423,-76.8030550110995,71:09,12.04,41.12,2024-10-15 21:12:51
San Borja,Chorrillos,Centro de Distribución,Punto de Entrega,-11.871443379243773,-77.03565295237533,-11.830918861833338,-77.02318819615435,26:37,8.89,24.97,2024-10-02 21:12:51
Jesús María,Barranco,Centro de Distribución,Punto de Entrega,-11.859553024736336,-76.81151558575262,-12.093089507228088,-76.97065725821531,22:22,8.25,25.65,2024-09-21 21:12:51
Breña,Magdalena,Punto de Entrega,Punto de Entrega,-12.037752593972863,-76.88995332288984,-12.046481598811484,-77.12159805841196,88:15,44.59,109.78,2024-09-30 21:12:51
Los Olivos,San Isidro,Centro de Distribución,Punto de Entrega,-11.96309204195059,-76.99125110651609,-11.825268775250196,-77.18005755528992,108:24,40.88,74.39,2024-10-06 21:12:51
Ate,Breña,Punto de Entrega,Punto de Entrega,-11.810773470919749,-77.02438517619281,-11.871634289225435,-76.95176642142148,6:26,1.67,7.02,2024-10-05 21:12:51
San Miguel,Magdalena,Centro de Distribución,Punto de Entrega,-11.866174988009787,-77.1507836426403,-11.98872207670636,-76.93946172855377,89:32,71.28,87.28,2024-10-16 21:12:51
San Isidro,Lince,Punto de Entrega,Centro de Distribución,-11.863997388575555,-76.99488140106445,-11.810766229203214,-77.17455514790281,91:09,75.92,105.24,2024-09-30 21:12:51
Breña,San Miguel,Centro de Distribución,Punto de Entrega,-11.891446724012477,-76.86190094653585,-11.990805754342778,-76.97158240469999,79:06,25.19,43.09,2024-09-24 21:12:51
Magdalena,Pueblo Libre,Centro de Distribución,Punto de Entrega,-12.093391253600512,-77.0232517681446,-12.035476560004934,-76.98156444175562,89:40,59.24,100.58,2024-10-01 21:12:51
La Victoria,Los Olivos,Punto de Entrega,Punto de Entrega,-11.999351677277614,-77.10782776232558,-12.065605159643834,-76.82370339353093,83:29,29.55,76.83,2024-09-28 21:12:51
Barranco,Jesús María,Centro de Distribución,Punto de Entrega,-12.094628512599932,-76.88954654843532,-11.995025275682247,-76.99774564046703,61:05,44.96,110.41,2024-09-22 21:12:51
San Miguel,Chorrillos,Centro de Distribución,Punto de Entrega,-12.090596714044585,-76.83961237962788,-12.06824078647143,-77.11433213379141,19:21,10.76,18.1,2024-10-14 21:12:51
Lima Centro,Rímac,Centro de Distribución,Punto de Entrega,-11.836418221649556,-76.86271186121563,-11.955827121386537,-76.88830593577833,86:02,59.24,91.52,2024-10-06 21:12:51
Rímac,La Molina,Punto de Entrega,Centro de Distribución,-11.845706962320081,-77.18290658420243,-11.945188379040898,-77.10662220530456,69:13,21.29,51.18,2024-10-19 21:12:51
Pueblo Libre,Barranco,Punto de Entrega,Punto de Entrega,-12.161356994276575,-76.85032579607454,-12.079393140733998,-76.89374293887425,61:37,38.85,39.32,2024-10-10 21:12:51
La Molina,Los Olivos,Punto de Entrega,Centro de Distribución,-11.886195448246205,-76.87862315540725,-11.836409529042484,-76.87483261249825,77:25,13.63,45.82,2024-09-22 21:12:51
Rímac,Ate,Punto de Entrega,Centro de Distribución,-12.067410397115738,-77.1531266673889,-11.92081374002768,-77.00432110759056,12:05,6.18,18.14,2024-10-01 21:12:51
Jesús María,Pueblo Libre,Punto de Entrega,Centro de Distribución,-12.178535011535722,-77.15037853182272,-11.922712764033694,-77.19243507229874,80:31,28.32,60.61,2024-10-10 21:12:51
Pueblo Libre,Chorrillos,Punto de Entrega,Punto de Entrega,-12.068139287598617,-76.9687489342059,-11.880020097522591,-76.98148755736487,43:52,26.02,67.26,2024-10-16 21:12:51
Comas,San Juan de Lurigancho,Punto de Entrega,Punto de Entrega,-12.03664938630127,-77.02008720197466,-11.920782503532063,-77.02934487205155,34:43,20.15,44.11,2024-10-12 21:12:51
San Isidro,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-11.952132702884704,-77.12621353421997,-12.018784041323402,-76.83846298276407,18:22,4.84,18.23,2024-10-10 21:12:51
Breña,Jesús María,Punto de Entrega,Punto de Entrega,-11.824713132450457,-77.00407086222012,-11.848839390747454,-77.03813687763822,55:37,15.92,56.1,2024-10-01 21:12:51
Breña,La Victoria,Centro de Distribución,Punto de Entrega,-11.884281711738224,-77.08280669521889,-12.047638158602577,-77.10203598291825,68:09,29.43,53.02,2024-10-10 21:12:51
Breña,Magdalena,Centro de Distribución,Punto de Entrega,-11.869419725621706,-76.88982953599306,-12.134245430853271,-76.83500850226189,47:28,14.76,33.87,2024-10-15 21:12:51
San Juan de Lurigancho,Surco,Centro de Distribución,Punto de Entrega,-11.806128137195143,-76.97765248653684,-11.820607512472941,-76.84654500887147,92:43,31.14,104.94,2024-10-10 21:12:51
Chorrillos,San Borja,Centro de Distribución,Punto de Entrega,-12.096979729400386,-76.96809713908034,-12.07404870878028,-76.97052712040951,98:19,56.81,110.24,2024-10-19 21:12:51
Lince,Surco,Punto de Entrega,Centro de Distribución,-11.94744218579231,-77.07565121162528,-12.134923882267595,-76.99938268246412,30:14,22.02,31.93,2024-10-03 21:12:51
La Molina,Barranco,Centro de Distribución,Punto de Entrega,-11.842229135747202,-77.14516878067235,-11.948845207996193,-76.88790907656652,79:30,54.53,68.17,2024-10-17 21:12:51
San Borja,Jesús María,Punto de Entrega,Punto de Entrega,-11.872173844713132,-76.99376288854724,-12.188282682324145,-77.17461012119671,43:10,29.24,37.31,2024-10-07 21:12:51
La Victoria,Rímac,Punto de Entrega,Punto de Entrega,-11.959363177489777,-77.06976238676532,-12.129002066242998,-77.03594703232831,20:49,5.14,14.64,2024-10-13 21:12:51
San Borja,Chorrillos,Centro de Distribución,Punto de Entrega,-11.871455506399053,-76.8778083961241,-11.98238675242307,-77.04608875320515,81:20,22.02,60.57,2024-10-02 21:12:51
Lima Centro,Miraflores,Centro de Distribución,Punto de Entrega,-12.116440814657903,-77.01511810961641,-12.00160717725335,-77.1318018802823,75:08,50.2,96.11,2024-10-17 21:12:51
Breña,Rímac,Centro de Distribución,Punto de Entrega,-11.88860408775338,-77.0383282864757,-11.972862940225678,-76.82127431619554,106:36,61.08,155.26,2024-09-23 21:12:51
Ate,Breña,Centro de Distribución,Punto de Entrega,-12.126133885034584,-77.03703261836328,-12.138392874954443,-76.99262154984059,84:23,42.37,87.51,2024-10-07 21:12:51
Pueblo Libre,Miraflores,Punto de Entrega,Punto de Entrega,-11.81162973572582,-77.09933435110241,-11.953112801861487,-77.0125604123145,14:07,10.06,28.52,2024-10-17 21:12:51
Comas,Lima Centro,Centro de Distribución,Punto de Entrega,-11.949555461239237,-77.19769264525897,-11.861690489645559,-76.81434989186884,29:42,24.0,28.11,2024-10-08 21:12:51
Lima Centro,Jesús María,Centro de Distribución,Punto de Entrega,-12.017960128242603,-77.00358325190466,-12.014904528702255,-76.8720050624876,92:57,68.26,122.89,2024-10-07 21:12:51
San Juan de Lurigancho,Surco,Centro de Distribución,Punto de Entrega,-11.88685138656196,-77.13987647392122,-11.91127319202119,-77.19092076538637,98:50,76.75,112.57,2024-10-17 21:12:51
Pueblo Libre,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-12.164414668607774,-76.92416942729467,-11.87286757743327,-76.86502677334195,86:09,22.74,58.52,2024-09-30 21:12:51
Los Olivos,Miraflores,Punto de Entrega,Centro de Distribución,-12.15833833936947,-77.1658672853118,-12.054844131477441,-76.84784096388562,97:43,51.76,118.34,2024-09-29 21:12:51
Surco,La Victoria,Centro de Distribución,Punto de Entrega,-12.019449251577829,-77.18518042849117,-11.982992234481555,-77.05045632680486,81:00,25.31,44.48,2024-10-11 21:12:51
Lima Centro,Surco,Centro de Distribución,Punto de Entrega,-12.098030966695276,-76.89220825495332,-11.880726423583885,-76.94940177746747,100:24,41.79,71.11,2024-09-21 21:12:51
Ate,Lima Centro,Centro de Distribución,Punto de Entrega,-11.885951147194184,-76.91677287892975,-11.899805745619588,-76.82691286036437,85:03,40.56,41.77,2024-09-29 21:12:51
Pueblo Libre,Barranco,Centro de Distribución,Punto de Entrega,-12.13596646893224,-76.8797440724905,-11.897011851532998,-76.83417735373229,78:45,45.99,103.23,2024-10-09 21:12:51
San Borja,Jesús María,Centro de Distribución,Punto de Entrega,-12.106788801710275,-76.89720239832198,-11.919412736662089,-76.94974723867065,55:24,41.59,75.66,2024-10-19 21:12:51
Comas,La Victoria,Punto de Entrega,Punto de Entrega,-11.802031499757875,-76.98715904332373,-11.964456961309192,-76.83634013949148,14:28,10.03,21.5,2024-10-04 21:12:51
San Juan de Lurigancho,San Isidro,Centro de Distribución,Punto de Entrega,-11.812378968038292,-77.11367365511107,-11.989826830417133,-77.13726407011758,78:36,57.84,82.43,2024-09-30 21:12:51
Pueblo Libre,Miraflores,Centro de Distribución,Punto de Entrega,-12.093473984434635,-76.80695544368204,-11.968397326605713,-77.13431011501117,98:44,30.88,95.78,2024-10-10 21:12:51
Jesús María,Lince,Punto de Entrega,Centro de Distribución,-12.197024705504,-77.12296332829946,-12.05971420974642,-77.18423735132126,13:31,9.1,14.5,2024-10-08 21:12:51
San Miguel,Pueblo Libre,Punto de Entrega,Punto de Entrega,-12.115766306037568,-77.19294335879833,-12.022487022460659,-76.91150553597575,118:15,25.99,103.24,2024-09-26 21:12:51
Ate,La Molina,Centro de Distribución,Punto de Entrega,-12.157131492221463,-76.90525671545754,-11.94293271406258,-76.94420818040365,28:21,8.77,31.28,2024-09-29 21:12:51
Miraflores,Los Olivos,Punto de Entrega,Punto de Entrega,-11.810950743142635,-76.84702249505459,-12.042975833560376,-76.82634297240914,15:54,11.02,17.1,2024-10-16 21:12:51
Rímac,Breña,Punto de Entrega,Centro de Distribución,-11.801770580198832,-76.8081642920343,-11.923484780939496,-77.16898714525365,43:53,32.5,63.85,2024-10-10 21:12:51
San Isidro,Jesús María,Centro de Distribución,Punto de Entrega,-12.166607623943733,-77.02794934984323,-11.828652769840577,-76.9885734185944,37:24,13.56,32.34,2024-09-20 21:12:51
Ate,Magdalena,Punto de Entrega,Punto de Entrega,-12.048225878404464,-76.91087864633342,-11.818854160109678,-77.180518324407,19:44,16.05,27.0,2024-10-09 21:12:51
San Miguel,Surco,Punto de Entrega,Punto de Entrega,-12.164761331967018,-77.03294249905889,-12.170320533800357,-76.89306642023998,83:15,64.08,88.72,2024-09-19 21:12:51
Lince,Magdalena,Punto de Entrega,Punto de Entrega,-12.194688493559989,-77.0375182301538,-12.118533902167771,-77.07988928032663,116:38,69.57,162.73,2024-09-26 21:12:51
Miraflores,La Molina,Punto de Entrega,Punto de Entrega,-11.859345952483128,-76.80638212219394,-12.064853051820949,-77.0084664574565,49:45,38.81,70.88,2024-10-03 21:12:51
