Origen,Destino,Tipo_Origen,Tipo_Destino,Latitud_Origen,Longitud_Origen,Latitud_Destino,Longitud_Destino,Tiempo_Recorrido,Distancia_km,Costo
Calle El Carmen,Av. Nicolás Arriola,Centro de Distribución,Punto de Entrega,-12.005619321355246,-77.22453361648026,-12.071489920275708,-76.79200867762707,47:53,34.4,86.34
Calle Miguel Aljovín,Calle Recavarren,Centro de Distribución,Punto de Entrega,-11.79918601236809,-76.77924440514535,-12.467050853188473,-77.06421237707525,56:05,10.56,31.02
Calle Alcanfores,Av. Benavides,Centro de Distribución,Punto de Entrega,-12.117688324474953,-76.92817116995249,-12.069674435761033,-77.14609909084149,115:12,91.46,198.34
Av. Los Próceres,Av. Paseo de la República,Punto de Entrega,Centro de Distribución,-12.450169826628187,-76.85277550614205,-12.139475418135628,-77.2425412756218,92:48,18.32,70.68
Calle Berlín,Calle Las Lilas,Punto de Entrega,Punto de Entrega,-11.895783191513415,-76.96960971592281,-12.015438180072662,-77.16669898034678,7:17,1.37,9.38
Av. San Juan,Av. Separadora Industrial,Centro de Distribución,Punto de Entrega,-12.24088049238284,-76.76350067033383,-11.761711966395001,-76.77328954349662,96:53,16.82,63.34
Av. Canadá,Calle Santa Rosa,Centro de Distribución,Punto de Entrega,-12.259979389930182,-76.8360197980893,-12.279614165141783,-76.75117849506071,25:37,19.34,48.47
Calle Hermanos Catari,Av. Guillermo Prescott,Punto de Entrega,Punto de Entrega,-11.705802275186725,-76.94513720092762,-12.432538276784172,-76.78733045451467,106:31,33.85,74.89
Av. Las Palmeras,Calle San Borja Sur,Centro de Distribución,Punto de Entrega,-12.49637241425521,-77.25927006404311,-11.806813557451616,-76.97399746590938,73:45,57.68,81.88
Calle Miguel Aljovín,Av. Naciones Unidas,Centro de Distribución,Punto de Entrega,-11.736066820148437,-76.76518498336766,-12.238051939626235,-76.86111559440918,115:34,19.92,48.97
Calle Bolognesi,Calle Bolívar,Punto de Entrega,Centro de Distribución,-12.121938652139203,-77.09278465680026,-11.97025692462625,-76.79436498737508,25:55,15.21,40.34
Calle Manuel Tovar,Av. Huaylas,Centro de Distribución,Punto de Entrega,-11.95413627699621,-76.77537368486827,-12.4333999807637,-76.89545156552037,73:15,17.59,43.17
Calle Las Camelias,Av. 2 de Mayo,Centro de Distribución,Punto de Entrega,-12.343848947497335,-76.81001910442036,-11.730130908770805,-76.94362737366123,117:54,65.46,90.48
Av. Pardo y Aliaga,Calle Cantuarias,Punto de Entrega,Centro de Distribución,-12.12854962847805,-77.2004952210179,-11.924703201851472,-77.2233666373335,118:15,39.4,67.59
Av. Argentina,Calle Aljovín,Punto de Entrega,Punto de Entrega,-11.731479289207389,-77.15594369601453,-12.377001137003427,-77.20071866734861,66:47,33.06,60.39
Av. San Borja Norte,Av. Tingo María,Centro de Distribución,Punto de Entrega,-12.070464093618476,-76.74530714275873,-11.96599874307668,-76.97227252157505,86:25,32.96,76.18
Av. Argentina,Calle Las Rosas,Centro de Distribución,Punto de Entrega,-11.84264716860848,-77.15610586450816,-12.176238751484785,-76.97372955012848,29:25,20.2,39.49
Calle Los Jazmines,Av. Los Pinos,Punto de Entrega,Punto de Entrega,-12.233659578607476,-76.89004468117045,-12.25803748825463,-77.09283884374067,15:35,7.33,14.58
Av. César Vallejo,Calle Los Cedros,Punto de Entrega,Punto de Entrega,-11.743786261259267,-77.29380203976811,-12.210285429346682,-77.10456093234329,91:21,16.93,78.23
Av. Nicolás Arriola,Calle Ucayali,Centro de Distribución,Punto de Entrega,-12.242095618821317,-76.93965974380345,-12.059858355770029,-76.74778875234315,45:36,26.16,46.66
Calle Pisco,Av. Los Quechuas,Centro de Distribución,Punto de Entrega,-12.353933348594088,-76.93331680347939,-12.460755797108545,-77.08065160921835,107:14,83.43,204.01
Calle Los Ficus,Calle Miguel Grau,Punto de Entrega,Punto de Entrega,-12.433555282048141,-76.85282026786874,-11.935936533109613,-76.7241594495571,87:20,28.92,51.07
Av. Los Próceres,Av. Alfredo Mendiola,Punto de Entrega,Centro de Distribución,-12.363521229992903,-77.10463549426079,-12.022056189276533,-76.92821686560434,93:59,32.41,57.93
Av. Guardia Civil Norte,Av. Elmer Faucett,Punto de Entrega,Punto de Entrega,-11.918622701757586,-77.18922414330252,-12.258424680319177,-76.71152008425544,105:30,71.41,157.07
Av. Malecón Checa,Av. Benavides,Punto de Entrega,Centro de Distribución,-12.429782310264002,-76.92787785642909,-11.942338201056778,-77.17824063452295,102:13,72.78,110.63
Calle Las Dalias,Av. Pershing,Centro de Distribución,Punto de Entrega,-12.199065268688408,-77.2840692705414,-12.139958589645154,-76.81598574335808,24:12,10.79,21.84
Calle Miguel Aljovín,Calle Manco Cápac,Punto de Entrega,Centro de Distribución,-11.96463150432852,-77.29722225289952,-12.214891267462969,-76.87906512281377,96:30,22.89,57.46
Calle Las Camelias,Av. Garcilaso de la Vega,Centro de Distribución,Punto de Entrega,-12.11855841259197,-76.87199223432755,-12.221169022934703,-77.10476456953818,113:31,33.21,94.64
Calle Los Robles,Calle Las Orquídeas,Punto de Entrega,Punto de Entrega,-11.889429720517251,-76.7440417707615,-11.843444291651993,-76.74298854139437,26:37,18.86,39.79
Calle Fernando Faura,Av. Raúl Ferrero,Punto de Entrega,Punto de Entrega,-11.783328962437189,-76.7308965231187,-12.43005860788141,-77.15604114137749,96:55,28.58,85.15
Av. San Borja Norte,Calle San Francisco,Centro de Distribución,Punto de Entrega,-12.235961366646421,-76.75912292291486,-12.227185365597323,-77.19632784759985,7:55,2.36,8.7
Av. Pershing,Calle Gamarra,Punto de Entrega,Punto de Entrega,-12.116932621387903,-76.84171681810834,-12.284206157719245,-77.07769541596693,66:31,39.11,84.42
Av. Universitaria,Calle Recavarren,Centro de Distribución,Punto de Entrega,-12.098143928071263,-76.92218126732428,-12.07362156809673,-76.79039471005875,53:58,24.08,66.85
Calle Rodríguez de Mendoza,Calle Bolognesi,Centro de Distribución,Punto de Entrega,-12.332786594125697,-77.26305827336843,-11.829331568941377,-76.87199005639803,5:54,4.44,14.63
Calle General Suárez,Calle Ucayali,Centro de Distribución,Punto de Entrega,-12.102013589697343,-77.11344174172223,-12.335220134990902,-76.9446211065824,30:52,15.86,21.13
Calle Las Orquídeas,Calle Las Flores,Centro de Distribución,Punto de Entrega,-11.8860973818466,-77.15700894918689,-11.94033905131257,-76.81172157382252,113:36,19.94,77.44
Calle Sucre,Calle Hernando de Lavalle,Punto de Entrega,Punto de Entrega,-11.783886912234749,-76.82877290937236,-12.301337446876577,-76.85959308775605,119:09,50.04,101.02
Calle El Carmen,Av. Javier Prado,Centro de Distribución,Punto de Entrega,-12.406454854503103,-76.73866015208311,-11.882217297391335,-76.7872769409271,12:18,9.48,20.56
Calle Batalla de Junín,Calle José Balta,Centro de Distribución,Punto de Entrega,-12.209756089645214,-77.2207449924029,-12.390751940563753,-77.13537113623994,36:32,18.12,52.32
Calle Las Musas,Calle Aljovín,Centro de Distribución,Punto de Entrega,-12.219125321229173,-76.70037697632318,-11.99402301793431,-77.0193599451985,96:39,35.3,94.45
Calle Domingo Orué,Calle General Suárez,Centro de Distribución,Punto de Entrega,-12.197260652286168,-76.83604173580291,-12.391453573002847,-77.0521783511331,61:57,38.05,70.41
Av. La Marina,Calle Ignacio Merino,Centro de Distribución,Punto de Entrega,-12.328205383848317,-77.00331399512494,-11.840008827435158,-77.1348619953666,119:44,24.53,55.38
Calle Colón,Calle Francia,Centro de Distribución,Punto de Entrega,-12.374477302739304,-76.73927423935689,-12.127801893847593,-76.98440281229563,110:04,20.86,78.24
Jr. de la Unión,Av. Huaylas,Centro de Distribución,Punto de Entrega,-12.087491184552785,-77.01505973008044,-12.018672009885968,-77.00256243479788,64:49,21.31,50.81
Av. Próceres de la Independencia,Calle Chancay,Centro de Distribución,Punto de Entrega,-12.282215351756733,-77.20707341558527,-11.915726374926619,-76.97830551823627,90:59,33.89,80.64
Av. Panamericana Norte,Calle Miguel Grau,Centro de Distribución,Punto de Entrega,-12.451523459090792,-77.09928785367907,-12.396122309519363,-77.02535736860585,57:07,15.65,61.85
Av. Salaverry,Av. Javier Prado,Centro de Distribución,Punto de Entrega,-12.341111558208091,-77.25262968085576,-12.490978542942477,-77.27669399191453,17:03,13.72,28.15
Av. Pardo de Zela,Av. Benavides,Centro de Distribución,Punto de Entrega,-11.716326874389647,-76.98875644732765,-12.228512331948648,-76.8613143116579,63:15,51.66,99.72
Calle Bolognesi,Calle Colina,Centro de Distribución,Punto de Entrega,-11.863301989283283,-76.94336000577073,-12.48556571626661,-76.98918469775074,76:29,48.14,87.38
Av. Pizarro,Av. Túpac Amaru,Centro de Distribución,Punto de Entrega,-11.87304171750787,-77.09142554703047,-11.826365523027333,-76.70540480789501,81:39,65.84,141.6
Av. Caminos del Inca,Calle Antonio Raymondi,Punto de Entrega,Centro de Distribución,-12.12994692957379,-77.06430669983476,-12.14554379227528,-77.08630961786952,116:21,87.48,121.17
Calle Ignacio Merino,Av. Los Frutales,Centro de Distribución,Punto de Entrega,-11.828361359847714,-76.94777786383594,-12.1137813767898,-77.08679444839807,54:51,26.42,74.91
Av. Santo Toribio,Calle Camaná,Punto de Entrega,Centro de Distribución,-12.387035458855246,-77.27694118441957,-11.97780019072856,-76.95938895343532,100:24,26.16,49.63
Calle Las Camelias,Calle Los Jazmines,Punto de Entrega,Punto de Entrega,-11.967319760984704,-77.08863495631407,-11.97354933629031,-76.96107629282746,29:17,19.67,45.69
Calle Flora Tristán,Av. César Vallejo,Punto de Entrega,Centro de Distribución,-11.756875118801242,-77.0816959768836,-12.236657913150024,-76.73895010097966,97:10,74.17,92.56
Av. El Sol,Calle Pérez de Cuéllar,Punto de Entrega,Punto de Entrega,-11.82828593020515,-77.21382710135015,-12.157121317093031,-77.16990944948182,55:06,31.31,74.4
Av. Pizarro,Calle Francisco Lazo,Punto de Entrega,Centro de Distribución,-11.976262148223386,-77.02424980690385,-11.914290131097294,-76.93711476494053,63:10,19.34,48.18
Av. Guardia Civil Sur,Calle Bolognesi,Centro de Distribución,Punto de Entrega,-12.328354287935237,-76.80402128211988,-11.887669030463442,-77.0808170016361,107:09,72.2,181.4
Av. Separadora Industrial,Calle Berlín,Centro de Distribución,Punto de Entrega,-11.778635511888904,-77.21848199621631,-12.085451304452098,-77.29988473473881,40:28,27.96,33.59
Av. El Sol,Av. Próceres de la Independencia,Centro de Distribución,Punto de Entrega,-12.222597209544405,-76.8735765321154,-12.460471716806147,-76.80485960802072,44:34,14.43,33.07
Calle Berlín,Av. Las Palmeras,Centro de Distribución,Punto de Entrega,-11.853854103120728,-77.19032146814202,-11.830404516660728,-77.12485654309842,46:37,9.97,28.75
Calle Aljovín,Av. Túpac Amaru,Centro de Distribución,Punto de Entrega,-12.299513962400898,-76.77554376386574,-12.116331680185825,-76.76771899685237,28:22,5.43,21.05
Av. San Borja Norte,Av. Nicolás Arriola,Centro de Distribución,Punto de Entrega,-12.33143297658155,-76.73834353177962,-11.94438651349827,-77.10202924924931,104:18,56.93,59.24
Calle Los Álamos,Calle Zorritos,Centro de Distribución,Punto de Entrega,-11.9036662815396,-77.00118790128532,-12.269241500775285,-77.15931720677372,81:50,65.0,72.47
Av. República de Panamá,Calle Medrano Silva,Punto de Entrega,Centro de Distribución,-11.765599211686824,-76.9638795833066,-12.412746959815168,-77.03379756922433,100:57,57.58,120.74
Calle Las Musas,Av. Santo Toribio,Centro de Distribución,Punto de Entrega,-12.440589383652053,-76.83559852666909,-12.102318675793954,-76.76070671584657,82:29,43.64,69.38
Calle Cayetano Heredia,Av. Víctor Larco Herrera,Centro de Distribución,Punto de Entrega,-12.490677275589233,-77.28338590381561,-12.073650871242336,-76.77113945045444,53:01,43.3,66.21
Calle Las Dalias,Av. San Juan,Punto de Entrega,Centro de Distribución,-11.771994093546377,-76.79542047163207,-12.060162228328096,-77.20080361615916,83:44,22.92,66.85
Av. Los Quechuas,Av. Malecón Checa,Punto de Entrega,Punto de Entrega,-12.408153947882097,-77.2306502669778,-11.899354684148319,-77.20276945733927,66:13,17.59,35.98
Av. El Ejercito,Calle Miguel Grau,Punto de Entrega,Punto de Entrega,-11.76350265098135,-76.74619973463442,-12.120563925981443,-76.73977141102847,54:36,40.24,70.16
Calle General Suárez,Av. La Paz,Punto de Entrega,Punto de Entrega,-12.14656159890759,-76.94220890640663,-12.111600691554486,-77.24546797734493,104:14,75.42,102.33
Av. 28 de Julio,Calle La Luz,Centro de Distribución,Punto de Entrega,-11.848748315501979,-77.28057984065136,-12.285824173400087,-77.21716739964559,60:22,37.07,72.4
Av. Dueñas,Calle Angamos Oeste,Punto de Entrega,Centro de Distribución,-11.85470125267788,-76.84608173249185,-12.348229732206367,-76.81101592279323,11:22,8.42,14.97
Calle Los Jazmines,Av. Guardia Civil Sur,Punto de Entrega,Punto de Entrega,-11.969551556268613,-76.84421325138057,-11.857507192394326,-76.73316615459264,85:34,59.43,133.09
Calle Monte Rosa,Calle Sánchez Cerro,Centro de Distribución,Punto de Entrega,-12.433094980722647,-76.77501863038539,-12.282844013721677,-77.06253774049503,85:21,51.79,90.04
Calle Los Laureles,Calle La Luz,Punto de Entrega,Punto de Entrega,-11.702881851233846,-76.76776713278117,-12.041192987798414,-76.82456470894336,31:45,22.75,50.59
Av. Naciones Unidas,Av. Panamericana Norte,Centro de Distribución,Punto de Entrega,-11.865441976516761,-76.84396064239402,-11.71996935484138,-77.09378123096248,5:43,3.47,9.45
Calle Berlín,Av. Las Palmeras,Centro de Distribución,Punto de Entrega,-12.447373124274705,-76.72703855870937,-12.309648617637857,-76.84017562077277,119:27,63.95,143.72
Av. Caminos del Inca,Av. Tomás Marsano,Centro de Distribución,Punto de Entrega,-12.028875082129774,-77.11054253213534,-12.270421968349394,-77.0351718525767,45:42,13.67,36.91
Calle Bolognesi,Av. San Luis,Punto de Entrega,Punto de Entrega,-12.066253869870247,-77.2321791842358,-11.922185804273637,-76.93464501974252,27:02,10.01,32.57
Calle Los Gladiolos,Calle Bolívar,Punto de Entrega,Centro de Distribución,-11.976218087312624,-77.0083793660283,-11.746594966962732,-77.16832533267778,64:45,23.71,55.59
Calle José Olaya,Calle Los Ficus,Punto de Entrega,Punto de Entrega,-12.402293429695629,-76.86938096533049,-12.481312787877403,-76.98159549562844,107:51,56.52,135.84
Av. Santa Rosa,Calle Manco Cápac,Centro de Distribución,Punto de Entrega,-12.22564546379355,-77.28381771182639,-11.764345966500334,-77.14338749364472,5:00,0.96,7.97
Calle Berlín,Calle Aljovín,Punto de Entrega,Punto de Entrega,-12.378281614313273,-76.88554952168789,-11.722456040236132,-76.81894411156635,98:13,17.73,43.17
Calle Las Lilas,Calle Zorritos,Punto de Entrega,Punto de Entrega,-11.966383403736977,-76.87444801400312,-11.882074102543113,-76.75713454007699,77:56,45.8,92.91
Av. El Ejercito,Av. Javier Prado,Centro de Distribución,Punto de Entrega,-12.42845730717694,-77.27888446819068,-12.219778146213615,-77.1491893781883,93:30,69.67,87.02
Av. Canadá,Calle Camaná,Punto de Entrega,Punto de Entrega,-12.439730403879794,-77.28659593525721,-12.198039593991975,-77.19517542886776,15:18,10.83,27.58
Calle Nicanor Arteaga,Calle Colón,Punto de Entrega,Centro de Distribución,-12.455121782869758,-76.7014892752501,-12.049692967339258,-76.82357485666076,97:45,25.6,94.78
Calle Gamarra,Calle Mendiburu,Centro de Distribución,Punto de Entrega,-11.759065928526876,-77.20284133923383,-12.441929347316442,-77.26239131170293,46:30,32.11,58.57
Av. Santa Rosa,Calle José Galvez,Punto de Entrega,Centro de Distribución,-12.208883179650547,-77.12177956065212,-12.266041981727415,-77.19174287359465,67:28,55.79,123.67
Av. Canadá,Calle Bolognesi,Punto de Entrega,Centro de Distribución,-12.000709198085694,-76.92503346507155,-11.739103384622258,-77.05115517217314,106:15,71.24,102.87
Calle Colón,Av. Aviación,Punto de Entrega,Punto de Entrega,-11.810266293089606,-77.12908927928865,-12.45179086817787,-77.1143080667729,73:15,43.78,94.44
Calle Montevideo,Calle Mariano Melgar,Punto de Entrega,Punto de Entrega,-11.843992693977242,-76.86279401421153,-11.933928236398854,-76.98744268247755,108:08,38.19,94.68
Av. Alfredo Mendiola,Av. Parque Sur,Centro de Distribución,Punto de Entrega,-12.481603873121646,-76.94583804245796,-12.394927850499068,-77.29636053927494,92:35,19.86,61.59
Av. Primavera,Av. Almirante Grau,Punto de Entrega,Punto de Entrega,-12.03108706372939,-76.84389095309618,-12.475567617805664,-77.09573957282757,45:49,23.87,55.94
Av. César Vallejo,Av. San Borja Norte,Centro de Distribución,Punto de Entrega,-12.2265254902754,-77.14000121556845,-11.921837191542142,-77.02366433091933,8:37,2.94,11.65
Av. Velasco Astete,Av. Central,Punto de Entrega,Centro de Distribución,-11.801270873079506,-76.87027519905013,-12.104494593493957,-77.04273154626347,75:47,45.75,88.47
Calle José Galvez,Av. El Polo,Centro de Distribución,Punto de Entrega,-12.19309054107457,-76.909434108844,-12.361383889848918,-77.14797438769091,64:57,18.25,50.5
Av. Javier Prado,Av. Arequipa,Punto de Entrega,Centro de Distribución,-12.3640251303845,-76.92466734441679,-12.040732183563966,-77.27953654079253,88:04,37.18,71.46
Av. Central,Av. Caminos del Inca,Punto de Entrega,Centro de Distribución,-12.18512679003465,-77.14603742313152,-12.454577924676917,-77.07232502418229,30:07,7.29,27.97
Calle Chacaltana,Calle Montevideo,Centro de Distribución,Punto de Entrega,-12.045285398053858,-76.96915080789421,-12.02805001060882,-76.76043071276641,38:59,7.78,29.92
Calle Conde de la Vega,Av. Separadora Industrial,Punto de Entrega,Centro de Distribución,-12.43936519391184,-77.29878811698057,-12.144898160925678,-77.24733597741222,42:57,32.76,67.71
Calle Fernando Faura,Calle Ignacio Merino,Centro de Distribución,Punto de Entrega,-12.049113045694872,-76.84104788669745,-11.918709680673802,-76.95232531014642,89:49,56.64,108.93
Calle Pardo de Zela,Calle Hernando de Lavalle,Punto de Entrega,Punto de Entrega,-12.082364930999125,-76.82058076236589,-11.805137405398035,-77.04815124201633,15:46,5.56,19.68
Av. Elmer Faucett,Calle La Mar,Centro de Distribución,Punto de Entrega,-11.855805751556868,-77.17959690416198,-11.887245832139172,-76.89816659663914,48:15,39.48,47.56
Av. Colonial,Calle Las Camelias,Centro de Distribución,Punto de Entrega,-12.419917619722723,-76.88460035840639,-12.000724093726065,-77.21903458038904,95:56,70.31,108.36
Calle Las Magnolias,Calle Los Manzanos,Centro de Distribución,Punto de Entrega,-12.138215609224725,-76.77321184682488,-12.380176055751262,-77.17022758551143,12:54,2.65,11.92
Av. Arequipa,Av. El Sol,Punto de Entrega,Punto de Entrega,-11.775423758187772,-76.83888017165552,-12.109400084886108,-77.27153706726472,52:17,26.38,61.51
Av. El Sol,Calle Los Ficus,Centro de Distribución,Punto de Entrega,-11.870418762640325,-76.93879458703879,-12.389165589578486,-76.78284667821211,93:24,71.89,95.04
Av. Guardia Civil,Av. Primavera,Punto de Entrega,Punto de Entrega,-12.307692787800876,-76.86194584045701,-11.885489321413965,-76.79478176806812,24:47,7.27,21.29
Calle Conde de la Vega,Calle Angamos Oeste,Centro de Distribución,Punto de Entrega,-11.717664091904298,-76.9468368664875,-11.95418094154864,-76.71041124133222,70:30,47.76,66.74
Av. Angamos,Av. Tingo María,Punto de Entrega,Centro de Distribución,-12.007197330684448,-76.87984269716262,-12.082885626699785,-76.96765784973964,96:46,51.96,75.16
Av. Brasil,Av. Defensores del Morro,Punto de Entrega,Punto de Entrega,-12.031605953204611,-76.94306756904898,-12.378260156580344,-77.12043694458919,21:45,8.11,24.6
Av. Angamos,Calle Porta,Centro de Distribución,Punto de Entrega,-12.46770827623274,-77.00225105826854,-11.707378798720217,-76.76928444554765,46:10,24.32,38.59
Calle Manuel Almenara,Calle San Martín,Punto de Entrega,Punto de Entrega,-11.992830587468978,-76.96904927446221,-12.04269147504165,-76.70966141616636,24:04,10.71,22.31
Av. Garcilaso de la Vega,Av. Argentina,Punto de Entrega,Punto de Entrega,-12.04614347406157,-77.0396711147641,-12.240473209753915,-77.08800073210898,39:53,30.95,46.59
Av. La Molina,Av. Los Frutales,Centro de Distribución,Punto de Entrega,-12.015483250392398,-77.1644812200203,-12.123959627300998,-76.9349519495432,105:35,24.37,59.01
Av. El Ejercito,Av. 28 de Julio,Punto de Entrega,Punto de Entrega,-12.267636613553032,-76.79621828770914,-11.92902363410393,-77.07429157294388,72:05,21.65,61.21
Av. Brasil,Av. México,Centro de Distribución,Punto de Entrega,-12.236259028098718,-77.15671117205511,-12.448070499795108,-76.9355808156781,14:50,6.21,11.1
Av. Guardia Civil Sur,Av. Arequipa,Punto de Entrega,Centro de Distribución,-12.35348875966752,-76.76732791246648,-12.326119582304027,-77.04973200725647,119:28,55.63,63.5
Calle Manuel Tovar,Calle Miguel Grau,Punto de Entrega,Centro de Distribución,-11.994830125149843,-76.94200223635636,-12.18538266544511,-77.1433328066097,6:01,3.15,11.72
Av. Pershing,Calle Los Gladiolos,Punto de Entrega,Punto de Entrega,-12.360708020473306,-77.013702703489,-12.057805806583676,-76.92033173735928,26:57,19.58,42.17
Calle San Francisco,Calle Huancavelica,Punto de Entrega,Punto de Entrega,-11.903098406503622,-77.29057761905437,-12.337997635473158,-77.0159332953737,99:50,71.31,77.06
Calle Flora Tristán,Av. 28 de Julio,Centro de Distribución,Punto de Entrega,-11.94626394195833,-77.28229031876438,-11.95257231326066,-77.03666787147043,97:25,73.17,169.79
Av. Garcilaso de la Vega,Av. Separadora Industrial,Centro de Distribución,Punto de Entrega,-11.757959061521355,-76.8383841848333,-12.084233376469767,-77.06674905779639,50:10,34.22,87.54
Av. Guardia Civil Sur,Calle Batalla de Junín,Centro de Distribución,Punto de Entrega,-11.919085107025003,-77.16960638014329,-11.94126662946724,-76.89098235501321,96:06,56.95,132.47
Calle Ignacio Merino,Calle Tiziano,Punto de Entrega,Punto de Entrega,-12.354325708050121,-77.08388479007587,-12.413787881191357,-77.23408526076265,87:49,69.84,147.78
Av. Los Álamos,Av. Pardo de Zela,Centro de Distribución,Punto de Entrega,-12.260392986025753,-77.06486543903124,-12.155271460768496,-76.96778481619813,105:40,47.83,59.2
Calle Loreto,Av. El Corregidor,Punto de Entrega,Punto de Entrega,-11.957800746358568,-77.2614002263688,-12.308917027585274,-76.75798330642013,86:23,44.13,91.21
Av. Pizarro,Calle Gonzales Prada,Punto de Entrega,Centro de Distribución,-11.783539447916768,-77.00656820309906,-12.108553421706446,-76.8679728636438,112:05,71.67,103.12
Av. Guardia Civil Norte,Calle Miroquesada,Punto de Entrega,Centro de Distribución,-12.211929023183254,-76.77320428448331,-12.462354074265772,-77.18536614358257,33:29,21.13,30.02
Av. Aviación,Av. Brasil,Punto de Entrega,Centro de Distribución,-11.744759004940452,-77.28057855518978,-12.417557725321803,-77.1919457847271,10:54,2.45,12.53
Calle Gonzales Prada,Av. El Ejercito,Centro de Distribución,Punto de Entrega,-12.417807726682408,-76.82573994051089,-12.216176186220201,-76.93906034133542,33:01,17.05,32.59
Calle Pérez de Cuéllar,Calle Mártir Olaya,Punto de Entrega,Centro de Distribución,-11.923238728319806,-76.72557808247115,-11.754957375802947,-77.10858605047012,11:56,5.41,18.63
Calle Lord Cochrane,Av. Universitaria,Punto de Entrega,Punto de Entrega,-12.064420513497781,-76.94878646797537,-12.363528025234675,-77.26635098120317,113:48,32.36,72.97
Calle Junín,Calle Zorritos,Punto de Entrega,Centro de Distribución,-11.901330852344785,-76.92400550944541,-11.96885165396941,-76.70649379478175,72:54,20.92,40.19
Calle Montevideo,Av. César Vallejo,Centro de Distribución,Punto de Entrega,-12.468591699711467,-77.05014720442948,-12.033586863283263,-77.07055178889813,43:20,24.85,35.38
Calle Los Robles,Calle Manuel Almenara,Punto de Entrega,Centro de Distribución,-12.296327589422283,-76.70968155789468,-12.087147396882937,-77.02325224702038,8:20,6.38,13.81
Calle Sánchez Cerro,Calle Los Ficus,Centro de Distribución,Punto de Entrega,-12.463434886241112,-76.72977187479496,-12.352132762808202,-76.78266674470854,6:01,2.86,9.3
Calle Las Camelias,Calle Nicolás de Piérola,Punto de Entrega,Centro de Distribución,-12.334362743318259,-76.99655752681375,-12.206675798687808,-76.83824494973703,92:57,30.64,68.12
Av. Grau,Av. Palmeras,Punto de Entrega,Punto de Entrega,-11.799508878249132,-77.2423772928551,-11.76329518701645,-76.9945641828888,110:25,33.93,85.03
Calle Miguel Aljovín,Av. Huánuco,Centro de Distribución,Punto de Entrega,-12.445051727627854,-76.86204554675807,-12.432161516398665,-76.71015074376842,67:38,15.63,49.0
Av. Los Quechuas,Calle Zorritos,Punto de Entrega,Centro de Distribución,-11.919620489689809,-76.70407027270984,-12.198441730128991,-77.21708245868365,118:08,68.25,71.1
Calle Talara,Calle San Borja Sur,Punto de Entrega,Centro de Distribución,-12.170458847767554,-76.73514960067764,-11.828742015792132,-76.7800421947881,39:08,29.57,32.1
Av. Huánuco,Calle Aljovín,Punto de Entrega,Punto de Entrega,-11.930676323066749,-77.16851071579129,-11.931394952704736,-76.94498190730079,111:57,51.63,149.61
Calle Cantuarias,Av. El Sol,Punto de Entrega,Centro de Distribución,-11.731682423586067,-76.80388858355067,-12.316864257783376,-76.95116057699362,17:53,3.73,20.09
Calle Mariano Melgar,Av. San Juan,Punto de Entrega,Centro de Distribución,-11.932257791442572,-77.11979196601787,-11.96794437276014,-76.72466547903711,113:12,77.97,151.65
Calle San Francisco,Calle Manuel Tovar,Punto de Entrega,Punto de Entrega,-11.881581092825119,-76.75803289478229,-12.198508476703603,-77.12368545023295,59:02,16.65,61.1
Calle Narciso de la Colina,Av. Guardia Civil Norte,Punto de Entrega,Punto de Entrega,-12.04768915027682,-77.1741739291528,-12.112484219363544,-76.89145137252818,107:23,29.45,43.56
Av. San Luis,Av. César Vallejo,Punto de Entrega,Centro de Distribución,-12.486324269425625,-76.72013845714908,-12.18497933936678,-76.86805699155934,99:24,33.16,80.18
Av. Canadá,Calle Las Orquídeas,Centro de Distribución,Punto de Entrega,-11.818385057720787,-77.26306937184623,-11.977481347994397,-77.14353573996476,105:09,81.01,117.9
Calle José Balta,Av. Caminos del Inca,Punto de Entrega,Centro de Distribución,-11.861345180733679,-76.85524226710444,-11.965059576521627,-77.18325572130331,84:30,20.06,56.13
Av. El Polo,Calle Puno,Punto de Entrega,Punto de Entrega,-11.818103267764831,-76.98947754775936,-11.79313557436661,-77.15880403784378,70:16,22.16,31.92
Calle Gamarra,Calle Montero Rosas,Punto de Entrega,Punto de Entrega,-12.042912106173725,-77.0675115041813,-12.084477874854368,-77.18811641456391,105:31,51.88,144.71
Av. Pardo y Aliaga,Calle Belén,Centro de Distribución,Punto de Entrega,-11.788583650564322,-76.7827248231459,-11.720093055386654,-76.98424584690633,14:28,9.73,29.17
Av. Cápac Yupanqui,Av. Próceres de la Independencia,Centro de Distribución,Punto de Entrega,-12.075974960696533,-76.79083145346308,-12.149698018193483,-76.77329113859172,42:16,21.84,62.13
Av. República de Panamá,Av. Próceres de la Independencia,Punto de Entrega,Centro de Distribución,-11.81657039277029,-76.9203172936582,-12.115115516111187,-76.75535948787622,92:29,22.75,59.75
Av. San Juan,Calle Pisco,Punto de Entrega,Punto de Entrega,-11.830298237785692,-76.89445789769488,-12.339421767527133,-76.81957198678471,114:29,37.57,89.41
Av. César Vallejo,Av. Óscar R. Benavides,Centro de Distribución,Punto de Entrega,-11.851938135021825,-76.76538140062969,-11.943531891041435,-76.92960044926689,57:35,23.28,40.8
Av. Los Pinos,Av. Costanera,Punto de Entrega,Centro de Distribución,-12.325311108823204,-77.08436415630435,-12.445041707544037,-77.17342981431625,44:07,10.45,33.84
