Origen,Destino,Tipo_Origen,Tipo_Destino,Latitud_Origen,Longitud_Origen,Latitud_Destino,Longitud_Destino,Tiempo_Recorrido,Distancia_km,Costo
Pasaje Pucusana 82,Diagonal La Punta 90,Centro de Distribución,Punto de Entrega,-12.088144434132168,-76.98197608078539,-12.022683679115673,-76.87299454466716,30:45,17.91,47.76
Bulevar San Borja 227,Pasaje Santa Lucía 173,Punto de Entrega,Punto de Entrega,-11.895939153021011,-77.06994165855036,-11.955731786767627,-76.8041707011522,53:15,34.43,96.66
Ruta La Molina 254,Jr. Chaclacayo 317,Punto de Entrega,Centro de Distribución,-11.997295512234427,-76.84033857787539,-11.974952001639268,-77.10898422857555,33:07,6.11,24.69
Jr. Olaya 442,Calle Las Flores 117,Punto de Entrega,Centro de Distribución,-11.97197930552873,-76.83021014710201,-11.831308247824795,-77.14134807292105,117:53,79.17,179.91
Jr. Arequipa 120,Paseo La Victoria 142,Centro de Distribución,Punto de Entrega,-11.97991709220706,-77.1329853735586,-11.809157664497477,-76.80251561622444,38:47,6.66,25.43
Ruta San Isidro 324,Ctra. San Miguel 326,Centro de Distribución,Punto de Entrega,-12.12995450766755,-77.18297227833489,-12.179245144685712,-77.03894596149966,79:32,18.65,26.5
Jr. José Pardo 488,Camino Villa El Salvador 25,Centro de Distribución,Punto de Entrega,-11.939548357083082,-76.84561666374951,-11.938571303327702,-77.14532931722484,71:38,25.97,76.73
Av. San Borja 76,Camino Sucre 489,Punto de Entrega,Centro de Distribución,-11.835970052089065,-77.06488384102882,-12.05474614963712,-77.15739658455581,30:33,9.12,35.59
Jr. La Paz 459,Paseo San Juan 358,Centro de Distribución,Punto de Entrega,-11.889409903130717,-76.99760811533582,-11.93214663029619,-77.01326171237075,51:40,26.75,33.68
Bulevar Surco 184,Camino Jesús María 14,Centro de Distribución,Punto de Entrega,-12.097775098382447,-76.90052276940771,-11.925549949939057,-77.10524667129383,33:22,18.14,50.79
Jr. Angamos 355,Pasaje Mendoza 149,Punto de Entrega,Centro de Distribución,-11.943287854241703,-77.04662274926133,-12.01355545476069,-76.8285466323188,115:45,30.49,87.49
Pasaje San Luis 124,Bulevar Comas 274,Punto de Entrega,Punto de Entrega,-12.001613976549402,-76.82998412852835,-11.901808389284362,-76.90218606831188,92:15,64.11,110.66
Bulevar La Punta 184,Calle Talara,Centro de Distribución,Punto de Entrega,-12.047257095968689,-76.94161521135217,-11.864707164869014,-76.91227988216338,14:20,5.44,15.31
Av. Arequipa 92,Camino Santa Lucía 322,Punto de Entrega,Centro de Distribución,-11.993715898059737,-77.15276561438525,-11.873618814933222,-77.17431365542146,91:09,68.26,138.15
Paseo Puente Piedra 33,Paseo San Borja 394,Punto de Entrega,Centro de Distribución,-12.040367847159448,-77.1163642463478,-12.04581409791856,-77.08426099006665,50:22,25.2,34.66
Ruta Villa El Salvador 3,Ruta La Marina 191,Centro de Distribución,Punto de Entrega,-11.972032102059915,-76.89000130698584,-12.167549823190773,-76.91470416776087,75:41,62.83,149.02
Calle La Punta 330,Ruta Pucusana 52,Punto de Entrega,Punto de Entrega,-11.98271839736085,-77.1494771026302,-12.091639083885127,-77.12564887960895,111:18,59.37,104.05
Av. Paseo de la República,Ctra. Arequipa 485,Centro de Distribución,Punto de Entrega,-12.191094531035477,-76.86312440723971,-11.9815211244669,-77.03555480890611,95:38,74.45,137.92
Av. Lince 146,Paseo Villa María del Triunfo 494,Punto de Entrega,Centro de Distribución,-12.105971607721962,-77.03466126680428,-11.975064679267662,-77.13870031016205,69:45,51.18,102.34
Diagonal Surco 109,Diagonal Angamos 313,Centro de Distribución,Punto de Entrega,-11.802719922918019,-76.9366306293883,-12.178545142067653,-77.17015325614426,17:56,3.64,9.91
Bulevar Brasil 76,Calle San Martín,Punto de Entrega,Centro de Distribución,-11.95962742762664,-77.0589842063207,-11.819399527135527,-77.19159170409245,41:39,9.78,41.0
Pasaje La Paz 51,Ctra. Las Flores 287,Punto de Entrega,Punto de Entrega,-12.124656038866608,-76.87517508393535,-12.156516962843034,-76.87139170724333,50:30,30.02,35.47
Av. Alcázar,Camino Pueblo Libre 18,Centro de Distribución,Punto de Entrega,-12.156375176374139,-77.1413877628846,-12.191462233156974,-76.94450266310423,57:40,24.96,43.8
Jr. Vargas 374,Bulevar Santa Rosa 412,Centro de Distribución,Punto de Entrega,-11.960671386040053,-76.88987632062948,-11.983327645405069,-76.86644952694239,96:10,32.32,64.06
Calle Colina,Bulevar San Juan de Lurigancho 410,Centro de Distribución,Punto de Entrega,-12.052860219845929,-77.19867135339726,-12.145697733859185,-76.91800426434256,38:40,28.58,46.2
Calle Santa Lucía 454,Pasaje Universitaria 283,Centro de Distribución,Punto de Entrega,-11.85751734446651,-77.13786656704869,-12.073970530497832,-76.86478725427236,78:51,49.02,52.21
Ctra. San Bartolo 118,Calle Comas 279,Centro de Distribución,Punto de Entrega,-11.906754784808193,-77.13079432149722,-12.100447742121274,-76.9088687481864,109:35,72.96,141.26
Ruta Brasil 310,Ruta La Paz 499,Punto de Entrega,Centro de Distribución,-11.821874217420158,-76.88708662712843,-12.179475195112385,-77.00173677806323,29:52,5.16,20.66
Av. Guardia Civil Norte,Av. Carabayllo 162,Centro de Distribución,Punto de Entrega,-11.92153785361882,-77.04103327383099,-11.88694501673,-76.89909568019833,65:44,43.88,56.56
Av. Panamericana Norte,Camino Carabayllo 128,Punto de Entrega,Centro de Distribución,-12.08192492063967,-76.85692387970818,-11.92111583768915,-76.99388779281246,12:56,9.74,16.8
Diagonal Cercado 47,Diagonal José Pardo 457,Punto de Entrega,Centro de Distribución,-11.876058786051276,-76.86469318604009,-12.159498569759991,-76.83256080102325,117:41,27.72,83.85
Jr. Olaya 70,Ctra. Las Flores 209,Punto de Entrega,Punto de Entrega,-12.121446993686167,-77.09932494296734,-12.034323107971893,-76.80204577336481,30:26,8.85,23.25
Pasaje Vargas 463,Diagonal La Victoria 468,Centro de Distribución,Punto de Entrega,-12.003237136612292,-77.19638317857071,-11.821141709730352,-76.87407341935489,46:22,31.13,42.6
Jr. San Luis 196,Jr. La Paz 459,Punto de Entrega,Punto de Entrega,-12.137331548099699,-76.8876782116906,-11.9090651081173,-77.06843936640529,32:54,21.32,37.42
Bulevar Cercado 105,Jr. Villa El Salvador 290,Centro de Distribución,Punto de Entrega,-11.858422072860302,-76.91673368576276,-11.855615900788427,-77.09715474751121,22:45,9.77,26.38
Pasaje Mendoza 343,Av. Puente Piedra 119,Punto de Entrega,Centro de Distribución,-12.002910864652051,-77.06997846664758,-12.026573531985232,-76.81452865877975,33:40,15.17,47.78
Calle Granados 229,Calle Las Flores 317,Punto de Entrega,Centro de Distribución,-12.174851762069421,-76.9704694971461,-11.896448012076693,-76.84611525146784,19:33,9.84,29.36
Bulevar Jesús María 366,Av. San Isidro 321,Punto de Entrega,Centro de Distribución,-12.105715388180101,-76.8056044459858,-11.830386855976933,-77.19034130947287,109:35,87.32,102.55
Camino Puente Piedra 182,Ruta Ate 419,Centro de Distribución,Punto de Entrega,-12.118948304293893,-77.14158105917987,-11.905278069270299,-77.02434100143047,7:59,2.63,11.26
Paseo José Pardo 281,Av. El Agustino 53,Punto de Entrega,Centro de Distribución,-11.863420966858014,-77.12849614926805,-11.976063428524434,-76.87796389534385,63:42,23.58,44.64
Ctra. Miraflores 311,Ruta José Pardo 181,Centro de Distribución,Punto de Entrega,-11.950484564082553,-77.01403447621227,-12.132459381055513,-76.97985567328294,12:46,2.94,13.56
Calle San Martín 454,Paseo Angamos 171,Centro de Distribución,Punto de Entrega,-12.102759504052495,-77.0410615843164,-12.000029268338109,-76.87037518252257,78:35,37.91,85.53
Av. Aviación,Bulevar Villa El Salvador 494,Punto de Entrega,Punto de Entrega,-11.996243969494794,-77.10616348723802,-12.102647331137943,-77.12714476764472,45:35,22.06,48.77
Pasaje José Pardo 259,Camino Lurín 311,Centro de Distribución,Punto de Entrega,-11.917130702876696,-76.84122592513275,-12.072034020295277,-77.11355070853021,40:25,26.71,49.64
Av. Parque Norte,Ruta Lince 133,Punto de Entrega,Centro de Distribución,-12.197420964557596,-76.85924376539386,-12.184721000613152,-76.98642251145475,30:36,6.9,24.41
Calle Tarapacá,Ctra. San Miguel 326,Centro de Distribución,Punto de Entrega,-11.916376363171254,-77.1049354333273,-11.87261545933751,-76.82448097449347,31:53,13.35,28.27
Calle Las Gardenias,Paseo Lince 311,Punto de Entrega,Centro de Distribución,-11.977306422964661,-76.85818890989212,-12.028908870452035,-76.85059051590358,30:48,11.13,30.9
Jr. José Pardo 488,Ctra. Las Flores 87,Centro de Distribución,Punto de Entrega,-11.968743973169664,-77.14944955093779,-12.061250964043538,-76.84290176283751,30:11,19.5,42.45
Calle Junín,Pasaje Pachacamac 446,Centro de Distribución,Punto de Entrega,-11.82026442287679,-76.82400662402465,-11.947340156730345,-76.8347362884723,27:32,20.63,34.78
Calle Libertad,Paseo José Pardo 425,Centro de Distribución,Punto de Entrega,-12.132176256793704,-76.8335273473556,-12.100292574899653,-77.18627920513028,98:25,27.37,60.4
Pasaje Jesús María 169,Calle Angamos 118,Punto de Entrega,Centro de Distribución,-11.964701424670833,-77.19675085486112,-11.970187100535858,-76.89945599388166,97:11,29.04,103.06
Ruta La Marina 166,Camino Villa El Salvador 377,Punto de Entrega,Centro de Distribución,-11.999708014757273,-77.06519898042652,-11.824408322810564,-77.17275837551892,29:25,21.66,32.95
Calle Mariano Carranza,Calle San Luis 29,Centro de Distribución,Punto de Entrega,-11.980114106644558,-77.05156733786866,-11.954444251504718,-77.16481271484466,95:30,25.31,83.98
Av. Rímac 72,Diagonal Surco 442,Punto de Entrega,Punto de Entrega,-12.052303539114325,-76.98327678470775,-11.863793317102278,-77.1297655491234,88:00,67.73,110.72
Av. Vargas 32,Paseo Angamos 449,Centro de Distribución,Punto de Entrega,-11.821371550589946,-77.09667422130944,-12.131350731994203,-77.06294007394759,46:53,25.08,52.88
Av. San Borja 76,Paseo Jesús María 459,Punto de Entrega,Punto de Entrega,-12.188427234925776,-77.1623462455294,-11.966774872708642,-76.96502263874336,119:34,59.78,118.28
Pasaje Lurín 164,Camino Santa Lucía 392,Punto de Entrega,Centro de Distribución,-12.057688462657149,-77.05696366953929,-12.045968370699164,-77.00666016138355,54:00,39.43,48.71
Bulevar Villa El Salvador 141,Ruta La Paz 102,Centro de Distribución,Punto de Entrega,-12.169480653721406,-77.14835463730897,-12.138617028546504,-76.8984417348028,67:23,32.27,65.05
Paseo Sucre 250,Camino San Juan de Lurigancho 187,Punto de Entrega,Centro de Distribución,-11.99089167301436,-77.16792236099766,-12.089319252278628,-77.05041973869116,9:52,5.04,9.25
Paseo Lurín 336,Bulevar Santa Rosa 48,Punto de Entrega,Centro de Distribución,-11.878996641996975,-76.87123110719321,-12.05626984307771,-77.07450227983112,11:48,2.17,12.94
Ruta Carabayllo 16,Paseo José Pardo 154,Centro de Distribución,Punto de Entrega,-12.171334981402183,-76.9526690426246,-11.942260808988985,-76.82795612654822,19:48,8.22,19.74
Bulevar Angamos 469,Pasaje Pueblo Libre 21,Punto de Entrega,Centro de Distribución,-12.095029247009204,-76.82626626086603,-11.947657686943105,-76.95009307175306,60:39,35.61,71.1
Diagonal Barranco 152,Ruta Villa El Salvador 85,Punto de Entrega,Punto de Entrega,-12.141780999562803,-77.07482348474551,-12.041938700833244,-77.19820043843993,54:52,27.47,36.91
Jr. Cercado 310,Calle La Paz 461,Punto de Entrega,Centro de Distribución,-11.989940390834983,-76.87102297746843,-11.835370548969543,-77.0431965218291,12:01,8.52,16.27
Jr. La Paz 110,Calle Rodríguez de Mendoza,Punto de Entrega,Punto de Entrega,-11.938750201445618,-76.84193551613384,-12.035720712109704,-77.05241154989314,36:55,24.8,40.17
Ctra. Olaya 434,Av. José Pardo 380,Punto de Entrega,Punto de Entrega,-11.897650299340107,-76.8851093704221,-11.957793060251216,-76.84971809725214,80:39,20.42,33.54
Calle Santa Rosa,Calle Colón 499,Centro de Distribución,Punto de Entrega,-12.183839225533484,-76.96929358723321,-12.058907196381671,-77.09564390398421,112:32,35.03,118.16
Jr. Santa Lucía 270,Pasaje Villa María del Triunfo 193,Punto de Entrega,Centro de Distribución,-11.947386232162259,-76.82889972169515,-11.843674714460883,-76.88789233596039,62:15,50.36,106.86
Ruta Brasil 310,Paseo Brasil 292,Punto de Entrega,Punto de Entrega,-11.984352720014787,-76.86887949247942,-12.11503296361905,-76.80615354373275,45:02,25.74,61.55
Pasaje Granados 35,Ctra. Pachacamac 229,Punto de Entrega,Centro de Distribución,-11.937690618927668,-76.98463868152427,-12.188612296795311,-77.16358735005815,78:54,38.35,61.81
Calle Enrique Villar,Av. Universitaria 321,Punto de Entrega,Centro de Distribución,-11.888464842344026,-76.84811256701036,-12.105677075214166,-77.10567930514571,7:27,5.05,14.52
Ctra. Colón 93,Bulevar Mendoza 338,Punto de Entrega,Punto de Entrega,-12.15336648920483,-77.06368276422837,-11.983491539800667,-77.05397712515453,33:58,23.12,59.07
Paseo San Martín 71,Calle Belén,Punto de Entrega,Punto de Entrega,-11.803584566358838,-76.97991190932818,-12.056514228997317,-77.14326397119761,52:30,34.84,60.98
Ctra. San Borja 252,Av. Almirante Grau,Punto de Entrega,Centro de Distribución,-12.17196550353438,-76.8751811376541,-11.91958678843319,-77.16987650516108,103:55,67.08,127.31
Jr. La Punta 65,Ruta Villa María del Triunfo 135,Centro de Distribución,Punto de Entrega,-12.000402463775762,-76.8199842735967,-11.940393739189433,-76.8284670867573,6:46,3.0,10.39
Bulevar Surco 484,Pasaje Jesús María 169,Punto de Entrega,Punto de Entrega,-11.83899088476745,-76.91832335101087,-12.10870584432723,-77.15629316159988,50:12,8.72,29.78
Calle San Borja 139,Diagonal Universitaria 352,Centro de Distribución,Punto de Entrega,-11.86378541913442,-77.1914143809256,-12.185413246271509,-76.91384400304867,9:03,6.55,15.95
Pasaje La Molina 159,Ctra. La Punta 65,Centro de Distribución,Punto de Entrega,-11.809497330427735,-76.85966622664208,-12.17567968228021,-77.02283734038318,108:06,80.8,76.25
Camino Surco 108,Av. Colón 159,Centro de Distribución,Punto de Entrega,-12.176014952645447,-77.07853542114574,-11.919963313261581,-77.05814250371016,106:06,50.76,72.04
Camino La Marina 13,Pasaje José Pardo 477,Punto de Entrega,Centro de Distribución,-12.18439701470086,-76.8940226697328,-11.93849086750921,-77.12676242574257,90:31,22.4,66.87
Av. 2 de Mayo,Av. Santa Anita 116,Punto de Entrega,Centro de Distribución,-11.918527434985853,-77.07071461928956,-11.881384370771398,-76.81159367497673,13:24,4.74,13.07
Pasaje Sucre 69,Paseo Santa Lucía 103,Centro de Distribución,Punto de Entrega,-11.966274323359213,-76.99766132843942,-11.806913021596015,-76.91145090278292,23:08,17.46,41.69
Ruta San Isidro 127,Av. El Agustino 53,Centro de Distribución,Punto de Entrega,-12.193383956584778,-76.8486515567997,-11.810992452485362,-76.93394077465851,92:27,27.53,83.88
Ruta Granados 240,Av. Santa Anita,Centro de Distribución,Punto de Entrega,-12.065870036731138,-77.03638598111176,-12.094165985992863,-77.03714337013807,48:20,27.69,58.05
Ctra. Santa Lucía 262,Bulevar Granados 61,Punto de Entrega,Centro de Distribución,-12.074461524421608,-76.90896765781262,-12.151693487025318,-76.9212259091355,18:57,13.36,24.06
Calle Las Musas,Calle Bellavista,Centro de Distribución,Punto de Entrega,-12.02071034267038,-76.99584630562141,-12.194274556571035,-77.17867338400643,64:09,35.51,31.47
Camino Santa Anita 171,Bulevar San Miguel 116,Centro de Distribución,Punto de Entrega,-11.974017618698857,-77.18943752771494,-12.133863181955405,-76.81840931100398,28:22,9.7,27.33
Ruta Pucusana 192,Ruta Arequipa 427,Punto de Entrega,Punto de Entrega,-12.182261838567886,-77.05394096734474,-12.0733832943105,-76.80529774909327,26:04,12.55,24.68
Bulevar La Victoria 499,Jr. Barranco 26,Centro de Distribución,Punto de Entrega,-11.88494909408838,-76.90743282278429,-11.960498644718806,-76.9079561268309,66:43,53.1,125.95
Bulevar Sucre 60,Bulevar San Juan de Lurigancho 410,Centro de Distribución,Punto de Entrega,-12.004536060963192,-77.15498989598193,-11.900382688162148,-77.09848565312284,64:09,37.55,58.43
Jr. San Juan 397,Diagonal El Agustino 185,Centro de Distribución,Punto de Entrega,-11.915797321094848,-77.03180726681059,-11.88065511570316,-77.13406352658936,82:23,52.24,70.17
Jr. El Agustino 455,Camino Ate 57,Centro de Distribución,Punto de Entrega,-12.108996826163127,-76.99778615813207,-11.84414112740077,-76.97835508451084,117:43,92.02,155.82
Calle Conde de la Vega,Bulevar San Borja 227,Centro de Distribución,Punto de Entrega,-12.119261576290045,-76.91414895632913,-12.08948952415482,-76.92059271782611,119:20,26.72,67.57
Diagonal El Agustino 185,Pasaje San Luis 50,Centro de Distribución,Punto de Entrega,-12.024220340056223,-77.11612139615787,-12.001753135286426,-76.90579254781456,81:47,35.34,64.3
Pasaje Arequipa 407,Jr. Chaclacayo 415,Punto de Entrega,Punto de Entrega,-11.899876258005458,-76.86360184612816,-11.991048373304206,-76.86304305819014,66:08,34.67,38.0
Calle José Pardo 268,Calle San Miguel 101,Punto de Entrega,Punto de Entrega,-12.116423096231268,-76.9820022245546,-11.909228826304176,-77.1103576814881,70:53,47.89,102.91
Ruta San Isidro 12,Camino La Marina 198,Centro de Distribución,Punto de Entrega,-12.010289416850597,-77.13463260595324,-12.199220359244723,-77.17285974745913,47:37,28.14,55.74
Diagonal El Agustino 185,Ruta Lurín 294,Centro de Distribución,Punto de Entrega,-12.148241172432769,-77.07601261449149,-12.07293886683043,-76.81960256380727,69:36,30.88,51.37
Paseo Villa El Salvador 154,Bulevar Colón 43,Centro de Distribución,Punto de Entrega,-12.115003116422393,-76.90685619109632,-11.99489668412465,-76.93460947752921,5:39,1.39,6.71
Diagonal Universitaria 499,Jr. Las Flores 296,Punto de Entrega,Centro de Distribución,-12.08370950038828,-76.81916738117505,-12.166508485970676,-76.88434928855555,80:59,31.24,89.62
Ctra. Lurín 366,Camino Lurín 275,Centro de Distribución,Punto de Entrega,-12.15417115852816,-76.91675641585242,-11.844999337677368,-77.03329770285579,75:33,35.87,104.08
Av. Callao 101,Pasaje Colón 431,Centro de Distribución,Punto de Entrega,-12.085105269960257,-76.80664703585377,-12.085525310324291,-76.82162032846142,75:45,61.42,80.4
Av. Pucusana 457,Ctra. Santa Lucía 500,Centro de Distribución,Punto de Entrega,-11.910451938345615,-77.02913593441023,-11.917471680409378,-76.8000397622616,71:59,57.93,76.62
Diagonal El Agustino 109,Av. Chaclacayo 239,Punto de Entrega,Punto de Entrega,-12.146905501874453,-76.81907872508154,-12.03941001980415,-77.17954824994062,33:22,7.23,28.89
Calle Hermanos Catari,Calle Los Gladiolos,Punto de Entrega,Centro de Distribución,-11.949413939961362,-76.96824748378133,-12.07468134324426,-76.92955439558965,32:34,20.94,32.34
Paseo Jesús María 446,Ruta Arequipa 427,Centro de Distribución,Punto de Entrega,-11.861386247571954,-76.81672831622001,-12.038258146346795,-77.06289720806691,73:58,17.23,49.56
Diagonal San Luis 277,Ruta San Luis 376,Punto de Entrega,Punto de Entrega,-12.09383238820871,-77.14870040535595,-11.92498947183272,-77.15761973758143,22:26,15.28,35.75
Pasaje San Luis 124,Camino Sucre 322,Centro de Distribución,Punto de Entrega,-11.99525489131651,-76.80647340306852,-11.861129755069403,-76.81393448914777,84:42,39.66,51.9
Diagonal El Agustino 322,Ruta Santa Anita 385,Centro de Distribución,Punto de Entrega,-12.101975929208445,-77.0821621947668,-11.939745077434619,-76.8508056614067,41:32,18.94,43.06
Ruta La Marina 191,Pasaje Villa María del Triunfo 468,Punto de Entrega,Centro de Distribución,-11.942402889080329,-76.90866978879005,-11.97584917187934,-77.16793186740662,75:32,45.13,84.18
Ctra. Santa Anita 369,Pasaje Pucusana 411,Punto de Entrega,Centro de Distribución,-11.825900431251384,-77.16064102103721,-11.961896249176284,-76.98230150772493,40:05,21.11,28.32
Paseo San Juan 14,Ruta Sucre 17,Centro de Distribución,Punto de Entrega,-12.076067492746429,-76.93697579974622,-11.828750313942178,-77.07102202204172,103:53,27.47,75.2
Pasaje Barranco 339,Ruta Arequipa 427,Centro de Distribución,Punto de Entrega,-11.893869020358284,-77.06025187656988,-12.028357512662206,-76.9600719654164,104:24,56.62,98.44
Bulevar Pachacamac 448,Calle Lurín 215,Centro de Distribución,Punto de Entrega,-12.191330332930319,-76.92430429800324,-12.08254758877138,-77.16285007224917,5:12,2.73,10.11
Av. Sucre,Pasaje San Juan de Miraflores 382,Punto de Entrega,Punto de Entrega,-11.837865926979942,-77.08821889502681,-11.809543016837846,-77.17706167733324,116:05,78.84,88.01
Calle Universitaria 277,Camino Puente Piedra 182,Punto de Entrega,Centro de Distribución,-12.014202289735158,-76.96652343198816,-12.060766411207398,-76.8619472321021,54:52,36.47,80.25
Av. Sucre,Camino Carabayllo 338,Centro de Distribución,Punto de Entrega,-12.17583700875928,-76.94891198702182,-11.999603574636694,-76.80235829105138,116:41,45.87,151.43
Jr. Arequipa 120,Av. Costanera,Centro de Distribución,Punto de Entrega,-12.013508993389264,-76.91152487202739,-11.909664081472874,-77.17745280027087,110:48,72.99,140.98
Pasaje San Juan 113,Diagonal Miraflores 427,Punto de Entrega,Punto de Entrega,-12.183820914627542,-76.92861811086925,-11.868135159799527,-76.8094829476418,18:48,5.38,18.97
Calle Barranco 283,Calle Surco 29,Centro de Distribución,Punto de Entrega,-11.99632223411681,-76.8478826876883,-11.927405923467909,-77.07495363376123,100:06,51.54,110.38
Av. Villa María del Triunfo 75,Diagonal Olaya 275,Punto de Entrega,Centro de Distribución,-11.80435429956958,-76.92913757211609,-11.876135588129486,-77.016415824838,11:09,6.81,14.85
Bulevar Santa Rosa 140,Jr. San Borja 178,Punto de Entrega,Centro de Distribución,-12.132781424184772,-76.80146966258303,-11.806180777400987,-76.887031346139,59:10,36.53,52.46
Ruta La Paz 102,Calle Las Flores 317,Punto de Entrega,Centro de Distribución,-12.003190179998766,-77.12292546711167,-11.88610747123622,-77.06939217118425,84:20,55.75,115.12
Ctra. San Borja 418,Av. Brasil 357,Punto de Entrega,Centro de Distribución,-11.961776306012421,-76.98695435570059,-12.164697781074414,-76.81519570996969,116:19,82.38,135.36
Ruta El Agustino 441,Av. San Luis,Punto de Entrega,Punto de Entrega,-12.18303056730029,-77.08526678919166,-12.001286118839335,-77.1010433969294,108:39,73.56,123.59
Calle Los Cedros,Diagonal Santa Rosa 408,Centro de Distribución,Punto de Entrega,-12.179923609607481,-77.10763601366199,-11.88821338759336,-76.96827396826941,34:21,6.35,15.53
Ctra. Barranco 322,Bulevar La Marina 342,Punto de Entrega,Centro de Distribución,-12.127281298972788,-76.94966161152753,-12.064537134121416,-76.91224352349779,15:54,6.08,18.97
Diagonal Jesús María 423,Camino El Agustino 325,Punto de Entrega,Punto de Entrega,-11.964901095542572,-76.87732971404267,-11.875081265456691,-77.1419723378486,52:42,42.06,84.61
Ctra. Pueblo Libre 127,Diagonal Colón 12,Punto de Entrega,Centro de Distribución,-12.030345112943332,-77.13665746949025,-11.950879352489148,-77.11429113536877,101:54,24.75,75.68
Av. San Bartolo 466,Calle Angamos 100,Centro de Distribución,Punto de Entrega,-11.815962201066956,-76.88437961888411,-12.198909646046674,-76.83731651833357,39:09,20.55,43.4
Diagonal San Juan de Miraflores 288,Ctra. Colón 10,Centro de Distribución,Punto de Entrega,-12.17282559571548,-77.13384719076598,-11.90263653197016,-77.07435497690028,76:56,12.97,47.19
Ruta Brasil 333,Diagonal San Martín 394,Punto de Entrega,Punto de Entrega,-12.025439374534441,-76.99536134536591,-11.89413835927873,-76.9305372330705,26:00,19.96,43.54
Ruta La Molina 347,Diagonal Benavides 266,Centro de Distribución,Punto de Entrega,-12.12189015851638,-76.89037599075904,-12.07772188751831,-76.87011621955727,35:05,13.83,30.18
Calle La Paz 166,Camino Santa María 220,Punto de Entrega,Centro de Distribución,-12.07510719075326,-76.97205175966762,-11.836158410220891,-76.96535345498965,9:05,6.19,9.57
Diagonal Olaya 284,Camino Cercado 322,Centro de Distribución,Punto de Entrega,-12.118692001335964,-77.07163207373533,-12.1160763403845,-76.85634099593702,70:15,37.04,104.04
Camino Surco 362,Pasaje Surco 3,Centro de Distribución,Punto de Entrega,-11.949325512346066,-76.983505152616,-11.869844911001636,-77.08133493286566,58:07,35.27,55.44
Av. El Agustino 53,Paseo Benavides 424,Centro de Distribución,Punto de Entrega,-11.977306980703736,-77.1352957233397,-11.974528491862047,-77.11025299764681,6:18,5.08,13.82
Av. Mendoza 87,Pasaje Pucusana 109,Centro de Distribución,Punto de Entrega,-12.144054287932208,-76.8082237245844,-11.995138790640919,-76.96181067985918,12:16,8.32,14.55
Ctra. San Bartolo 118,Ruta San Luis 365,Centro de Distribución,Punto de Entrega,-11.9129616118049,-77.16926319203694,-12.117223487566866,-77.1086100769226,43:15,29.71,65.29
Paseo Jesús María 239,Jr. Mendoza 27,Centro de Distribución,Punto de Entrega,-12.000960062090448,-77.08459335958645,-11.876121900350649,-77.18629407450119,98:15,48.15,65.18
Calle San Martín 156,Ruta El Agustino 441,Centro de Distribución,Punto de Entrega,-12.190832754759828,-76.97045528232401,-11.886038379932396,-76.92665879459295,70:56,54.0,91.56
Ruta Santa Rosa 328,Bulevar Santa Rosa 48,Punto de Entrega,Centro de Distribución,-11.973130414765885,-77.11488737954951,-12.173263531183034,-77.05172832578188,56:22,39.58,61.38
Jr. José Pardo 488,Jr. Granados 110,Centro de Distribución,Punto de Entrega,-12.127487248193633,-77.1468420320217,-11.976036176781445,-76.82069688063685,117:49,46.1,72.8
Diagonal Benavides 258,Calle San Martín,Punto de Entrega,Punto de Entrega,-12.12323059015006,-76.80116727993638,-11.86820040596853,-77.02697188618644,119:10,93.05,155.87
Paseo San Juan 358,Paseo Lurín 336,Punto de Entrega,Punto de Entrega,-12.175402453242038,-76.82197350895514,-11.814367040896531,-77.18517657747992,58:16,38.19,62.92
Av. El Corregidor,Jr. La Paz 110,Punto de Entrega,Centro de Distribución,-11.857403440237453,-77.04638136728991,-12.066786902320858,-77.14081248581557,25:04,12.17,24.61
Jr. La Paz 330,Calle Cayetano Heredia,Punto de Entrega,Punto de Entrega,-12.05319019975636,-76.90405402605839,-11.922197333233377,-77.13506504376682,37:21,16.94,26.07
Calle Chorrillos 83,Camino Villa María del Triunfo 69,Punto de Entrega,Punto de Entrega,-12.148095003763284,-76.8181514741701,-12.053036163660785,-77.0971860020351,41:15,29.67,48.67
Camino Callao 200,Ruta La Paz 102,Punto de Entrega,Centro de Distribución,-12.120408202114376,-77.19464245295563,-12.107171627162307,-76.87275781380508,64:14,20.12,62.15
Calle Colón 142,Calle Rodríguez de Mendoza,Centro de Distribución,Punto de Entrega,-11.990807396470318,-77.02831895792204,-11.928666533728778,-76.82597476534062,32:02,22.21,39.73
Diagonal Benavides 258,Paseo Lince 328,Centro de Distribución,Punto de Entrega,-11.809363716449122,-77.16600938765012,-12.139093390099276,-77.1594595518791,29:45,24.46,30.66
Diagonal Arequipa 233,Ruta Granados 248,Centro de Distribución,Punto de Entrega,-12.100304475021137,-77.15750483762021,-12.040089364510917,-77.07324460097396,59:27,10.55,32.86
Av. Universitaria 321,Camino Mendoza 365,Punto de Entrega,Punto de Entrega,-12.166212388070603,-77.05974384839406,-11.978271976000485,-76.95383612770233,77:09,30.16,40.39
Paseo San Juan 358,Calle San Borja 102,Punto de Entrega,Punto de Entrega,-12.025840451494359,-77.08023798463171,-11.916897202160703,-76.80402208289509,86:31,36.8,55.04
Bulevar Miraflores 50,Paseo Miraflores 24,Centro de Distribución,Punto de Entrega,-12.019297951636606,-77.14666066172849,-11.86824112941221,-76.89077258719131,48:28,25.68,43.59
